diagnose_code,diagnose_description,diagnose_id
O3690X1,"Maternal care for fetal problem, unsp, unsp tri, fetus 1 ",5
O3690X2,"Maternal care for fetal problem, unsp, unsp tri, fetus 2 ",5
O3690X3,"Maternal care for fetal problem, unsp, unsp tri, fetus 3 ",5
O3690X4,"Maternal care for fetal problem, unsp, unsp tri, fetus 4 ",5
O3690X5,"Maternal care for fetal problem, unsp, unsp tri, fetus 5 ",5
O3690X9     ,"Maternal care for fetal problem, unsp, unsp trimester, oth ",5
O3691X0    ," Maternal care for fetal problem, unsp, first trimester, unsp ",5
O3691X1    ," Maternal care for fetal problem, unsp, first tri, fetus 1 ",5
O3691X2     ,"Maternal care for fetal problem, unsp, first tri, fetus 2 ",5
O3691X3    ," Maternal care for fetal problem, unsp, first tri, fetus 3 ",5
O3691X4     ,"Maternal care for fetal problem, unsp, first tri, fetus 4 ",5
O3691X5     ,"Maternal care for fetal problem, unsp, first tri, fetus 5 ",5
                                                   O3691X9     ,"Maternal care for fetal problem, unsp, first trimester, oth ",5
O3692X0   ,"Maternal care for fetal problem, unsp, second tri, unsp ",5
O3692X1     ,"Maternal care for fetal problem, unsp, second tri, fetus 1",5
O3692X2 ,"Maternal care for fetal problem, unsp, second tri, fetus 2",5
O3692X3,"Maternal care for fetal problem, unsp, second tri, fetus 3",5
O3692X4,"Maternal care for fetal problem, unsp, second tri, fetus 4",5
O3692X5 ,"Maternal care for fetal problem, unsp, second tri, fetus 5",5
O3692X9    ,"Maternal care for fetal problem, unsp, second trimester, oth ",5
O3693X0,"Maternal care for fetal problem, unsp, third trimester, unsp",5
O3693X1,"Maternal care for fetal problem, unsp, third tri, fetus 1 ",5
O3693X2,"Maternal care for fetal problem, unsp, third tri, fetus 2 ",5
O3693X3,"Maternal care for fetal problem, unsp, third tri, fetus 3 ",5
O3693X4,"Maternal care for fetal problem, unsp, third tri, fetus 4 ",5
O3693X5,"Maternal care for fetal problem, unsp, third tri, fetus 5 ",5
O3693X9,"Maternal care for fetal problem, unsp, third trimester, oth ",5
O401XX0,"Polyhydramnios, first trimester, not applicable or unsp ",5
O401XX1,"Polyhydramnios, first trimester, fetus 1",5
O401XX2,"Polyhydramnios, first trimester, fetus 2 ",5
O401XX3,"Polyhydramnios, first trimester, fetus 3 ",5
O401XX4,"Polyhydramnios, first trimester, fetus 4 ",5
O401XX5,"Polyhydramnios, first trimester, fetus 5 ",5
O401XX9,"Polyhydramnios, first trimester, other fetus",5
O402XX0,"Polyhydramnios, second trimester, not applicable or unsp ",5
O402XX1,"Polyhydramnios, second trimester, fetus 1",5
O402XX2,"Polyhydramnios, second trimester, fetus 2 ",5
O402XX3,"Polyhydramnios, second trimester, fetus 3 ",5
O402XX4,"Polyhydramnios, second trimester, fetus 4",5
O402XX5,"Polyhydramnios, second trimester, fetus 5 ",5
O402XX9,"Polyhydramnios, second trimester, other fetus",5
O403XX0,"Polyhydramnios, third trimester, not applicable or unsp ",5
O403XX1,"Polyhydramnios, third trimester, fetus 1",5
O403XX2,"Polyhydramnios, third trimester, fetus 2 ",5
O403XX3,"Polyhydramnios, third trimester, fetus 3 ",5
O403XX4,"Polyhydramnios, third trimester, fetus 4 ",5
O403XX5,"Polyhydramnios, third trimester, fetus 5 ",5
O403XX9,"Polyhydramnios, third trimester, other fetus",5
O409XX0,"Polyhydramnios, unsp trimester, not applicable or unsp ",5
O409XX1,"Polyhydramnios, unspecified trimester, fetus 1 ",5
O409XX2,"Polyhydramnios, unspecified trimester, fetus 2 ",5
O409XX3,"Polyhydramnios, unspecified trimester, fetus 3 ",5
O409XX4,"Polyhydramnios, unspecified trimester, fetus 4 ",5
O409XX5,"Polyhydramnios, unspecified trimester, fetus 5 ",5
O409XX9,"Polyhydramnios, unspecified trimester, other fetus ",5
O4100X0,"Oligohydramnios, unsp trimester, not applicable or unsp ",5
O4100X1,"Oligohydramnios, unspecified trimester, fetus 1 ",5
O4100X2,"Oligohydramnios, unspecified trimester, fetus 2 ",5
O4100X3,"Oligohydramnios, unspecified trimester, fetus 3",5
O4100X4,"Oligohydramnios, unspecified trimester, fetus 4 ",5
O4100X5,"Oligohydramnios, unspecified trimester, fetus 5 ",5
O4100X9,"Oligohydramnios, unspecified trimester, other fetus ",5
O4101X0,"Oligohydramnios, first trimester, not applicable or unsp ",5
O4101X1,"Oligohydramnios, first trimester, fetus 1",5
O4101X2,"Oligohydramnios, first trimester, fetus 2 ",5
O4101X3,"Oligohydramnios, first trimester, fetus 3 ",5
O4101X4,"Oligohydramnios, first trimester, fetus 4 ",5
O4101X5,"Oligohydramnios, first trimester, fetus 5 ",5
O4101X9,"Oligohydramnios, first trimester, other fetus",5
O4102X0,"Oligohydramnios, second trimester, not applicable or unsp ",5
O4102X1,"Oligohydramnios, second trimester, fetus 1",5
O4102X2,"Oligohydramnios, second trimester, fetus 2 ",5
O4102X3,"Oligohydramnios, second trimester, fetus 3 ",5
O4102X4,"Oligohydramnios, second trimester, fetus 4 ",5
O4102X5,"Oligohydramnios, second trimester, fetus 5 ",5
O4102X9,"Oligohydramnios, second trimester, other fetus",5
O4103X0,"Oligohydramnios, third trimester, not applicable or unsp ",5
O4103X1,"Oligohydramnios, third trimester, fetus 1",5
O4103X2,"Oligohydramnios, third trimester, fetus 2 ",5
O4103X3,"Oligohydramnios, third trimester, fetus 3",5
O4103X4,"Oligohydramnios, third trimester, fetus 4 ",5
O4103X5,"Oligohydramnios, third trimester, fetus 5 ",5
O4103X9,"Oligohydramnios, third trimester, other fetus",5
O411010,"Infct of amniotic sac and membrns, unsp, first tri, unsp ",5
O411011,"Infct of amniotic sac and membrns, unsp, first tri, fetus 1 ",5
O411012,"Infct of amniotic sac and membrns, unsp, first tri, fetus 2 ",5
O411013,"Infct of amniotic sac and membrns, unsp, first tri, fetus 3 ",5
O411014,"Infct of amniotic sac and membrns, unsp, first tri, fetus 4 ",5
O411015,"Infct of amniotic sac and membrns, unsp, first tri, fetus 5 ",5
O411019,"Infct of amniotic sac and membrns, unsp, first tri, oth ",5
O411020,"Infct of amniotic sac and membrns, unsp, second tri, unsp ",5
O411021,"Infct of amniotic sac and membrns, unsp, second tri, fetus 1 ",5
O411022,"Infct of amniotic sac and membrns, unsp, second tri, fetus 2 ",5
O411023,"Infct of amniotic sac and membrns, unsp, second tri, fetus 3 ",5
O411024,"Infct of amniotic sac and membrns, unsp, second tri, fetus 4 ",5
O411025,"Infct of amniotic sac and membrns, unsp, second tri, fetus 5 ",5
O411029,"Infct of amniotic sac and membrns, unsp, second tri, oth ",5
O411030,"Infct of amniotic sac and membrns, unsp, third tri, unsp ",5
O411031,"Infct of amniotic sac and membrns, unsp, third tri, fetus 1 ",5
O411032,"Infct of amniotic sac and membrns, unsp, third tri, fetus 2 ",5
O411033,"Infct of amniotic sac and membrns, unsp, third tri, fetus 3 ",5
O411034,"Infct of amniotic sac and membrns, unsp, third tri, fetus 4 ",5
O411035,"Infct of amniotic sac and membrns, unsp, third tri, fetus 5 ",5
O411039,"Infct of amniotic sac and membrns, unsp, third tri, oth ",5
O411090,"Infct of amniotic sac and membrns, unsp, unsp tri, unsp ",5
O411091,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 1 ",5
O411092,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 2 ",5
O411093,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 3 ",5
O411094,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 4 ",5
O411095,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 5 ",5
O411099,"Infct of amniotic sac and membrns, unsp, unsp trimester, oth ",5
O411210,"Chorioamnionitis, first trimester, not applicable or unsp ",5
O411211,"Chorioamnionitis, first trimester, fetus 1",5
O411212,"Chorioamnionitis, first trimester, fetus 2 ",5
O411213,"Chorioamnionitis, first trimester, fetus 3 ",5
O411214,"Chorioamnionitis, first trimester, fetus 4 ",5
O411215,"Chorioamnionitis, first trimester, fetus 5 ",5
O411219,"Chorioamnionitis, first trimester, other fetus",5
O411220,"Chorioamnionitis, second trimester, not applicable or unsp ",5
O411221,"Chorioamnionitis, second trimester, fetus 1",5
O411222,"Chorioamnionitis, second trimester, fetus 2 ",5
O411223,"Chorioamnionitis, second trimester, fetus 3 ",5
O411224,"Chorioamnionitis, second trimester, fetus 4 ",5
O411225,"Chorioamnionitis, second trimester, fetus 5 ",5
O411229,"Chorioamnionitis, second trimester, other fetus",5
O411230,"Chorioamnionitis, third trimester, not applicable or unsp ",5
O411231,"Chorioamnionitis, third trimester, fetus 1",5
O411232,"Chorioamnionitis, third trimester, fetus 2 ",5
O411233,"Chorioamnionitis, third trimester, fetus 3 ",5
O411234,"Chorioamnionitis, third trimester, fetus 4 ",5
O411235,"Chorioamnionitis, third trimester, fetus 5 ",5
O411239,"Chorioamnionitis, third trimester, other fetus",5
O411290,"Chorioamnionitis, unsp trimester, not applicable or unsp ",5
O411291,"Chorioamnionitis, unspecified trimester, fetus 1 ",5
O411292,"Chorioamnionitis, unspecified trimester, fetus 2 ",5
O411293,"Chorioamnionitis, unspecified trimester, fetus 3 ",5
O411294,"Chorioamnionitis, unspecified trimester, fetus 4 ",5
O411295,"Chorioamnionitis, unspecified trimester, fetus 5 ",5
O411299,"Chorioamnionitis, unspecified trimester, other fetus",5
O411410,"Placentitis, first trimester, not applicable or unspecified ",5
O411411,"Placentitis, first trimester, fetus 1",5
O411412,"Placentitis, first trimester, fetus 2 ",5
O411413,"Placentitis, first trimester, fetus 3 ",5
O411414,"Placentitis, first trimester, fetus 4 ",5
O411415,"Placentitis, first trimester, fetus 5 ",5
O411419,"Placentitis, first trimester, other fetus",5
O411420,"Placentitis, second trimester, not applicable or unspecified ",5
O411421,"Placentitis, second trimester, fetus 1",5
O411422,"Placentitis, second trimester, fetus 2 ",5
O411423,"Placentitis, second trimester, fetus 3 ",5
O411424,"Placentitis, second trimester, fetus 4 ",5
O411425,"Placentitis, second trimester, fetus 5 ",5
O411429,"Placentitis, second trimester, other fetus",5
O411430,"Placentitis, third trimester, not applicable or unspecified ",5
O411431,"Placentitis, third trimester, fetus 1",5
O411432,"Placentitis, third trimester, fetus 2 ",5
O411433,"Placentitis, third trimester, fetus 3 ",5
O411434,"Placentitis, third trimester, fetus 4 ",5
O411435,"Placentitis, third trimester, fetus 5 ",5
O411439,"Placentitis, third trimester, other fetus",5
O411490,"Placentitis, unsp trimester, not applicable or unspecified ",5
O411491,"Placentitis, unspecified trimester, fetus 1",5
O411492,"Placentitis, unspecified trimester, fetus 2 ",5
O411493,"Placentitis, unspecified trimester, fetus 3 ",5
O411494,"Placentitis, unspecified trimester, fetus 4 ",5
O411495,"Placentitis, unspecified trimester, fetus 5 ",5
O411499,"Placentitis, unspecified trimester, other fetus",5
O418X10,"Oth disrd of amniotic fluid and membrns, first tri, unsp ",5
O418X11,"Oth disrd of amniotic fluid and membrns, first tri, fetus 1 ",5
O418X12,"Oth disrd of amniotic fluid and membrns, first tri, fetus 2 ",5
O418X13,"Oth disrd of amniotic fluid and membrns, first tri, fetus 3 ",5
O418X14,"Oth disrd of amniotic fluid and membrns, first tri, fetus 4 ",5
O418X15,"Oth disrd of amniotic fluid and membrns, first tri, fetus 5 ",5
O418X19,"Oth disrd of amniotic fluid and membrns, first tri, oth ",5
O418X20,"Oth disrd of amniotic fluid and membrns, second tri, unsp ",5
O418X21,"Oth disrd of amniotic fluid and membrns, second tri, fetus 1 ",5
O418X22,"Oth disrd of amniotic fluid and membrns, second tri, fetus 2 ",5
O418X23,"Oth disrd of amniotic fluid and membrns, second tri, fetus 3 ",5
O418X24,"Oth disrd of amniotic fluid and membrns, second tri, fetus 4 ",5
O418X25,"Oth disrd of amniotic fluid and membrns, second tri, fetus 5 ",5
O418X29,"Oth disrd of amniotic fluid and membrns, second tri, oth ",5
O418X30,"Oth disrd of amniotic fluid and membrns, third tri, unsp ",5
O418X31,"Oth disrd of amniotic fluid and membrns, third tri, fetus 1 ",5
O418X32,"Oth disrd of amniotic fluid and membrns, third tri, fetus 2 ",5
O418X33,"Oth disrd of amniotic fluid and membrns, third tri, fetus 3 ",5
O418X34,"Oth disrd of amniotic fluid and membrns, third tri, fetus 4 ",5
O418X35,"Oth disrd of amniotic fluid and membrns, third tri, fetus 5 ",5
O418X39,"Oth disrd of amniotic fluid and membrns, third tri, oth ",5
O418X90,"Oth disrd of amniotic fluid and membrns, unsp tri, unsp ",5
O418X91,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 1 ",5
O418X92,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 2 ",5
O418X93,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 3 ",5
O418X94,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 4 ",5
O418X95,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 5 ",5
O418X99,"Oth disrd of amniotic fluid and membrns, unsp trimester, oth ",5
O4190X0,"Disorder of amniotic fluid and membrns, unsp, unsp tri, unsp ",5
O4190X1,"Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 1 ",5
O4190X2,"Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 2",5
O4190X3,"Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 3 ",5
O4190X4,"Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 4 ",5
O4190X5,"Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 5 ",5
O4190X9,"Disorder of amniotic fluid and membrns, unsp, unsp tri, oth ",5
O4191X0,"Disorder of amnio fluid and membrns, unsp, first tri, unsp ",5
O4191X1,"Disord of amnio fluid and membrns, unsp, first tri, fetus 1 ",5
O4191X2,"Disord of amnio fluid and membrns, unsp, first tri, fetus 2 ",5
O4191X3,"Disord of amnio fluid and membrns, unsp, first tri, fetus 3 ",5
O4191X4,"Disord of amnio fluid and membrns, unsp, first tri, fetus 4 ",5
O4191X5,"Disord of amnio fluid and membrns, unsp, first tri, fetus 5 ",5
O4191X9,"Disorder of amniotic fluid and membrns, unsp, first tri, oth ",5
O4192X0,"Disorder of amnio fluid and membrns, unsp, second tri, unsp ",5
O4192X1,"Disord of amnio fluid and membrns, unsp, second tri, fetus 1 ",5
O4192X2,"Disord of amnio fluid and membrns, unsp, second tri, fetus 2 ",5
O4192X3,"Disord of amnio fluid and membrns, unsp, second tri, fetus 3 ",5
O4192X4,"Disord of amnio fluid and membrns, unsp, second tri, fetus 4 ",5
O4192X5,"Disord of amnio fluid and membrns, unsp, second tri, fetus 5 ",5
O4192X9,"Disorder of amnio fluid and membrns, unsp, second tri, oth ",5
O4193X0,"Disorder of amnio fluid and membrns, unsp, third tri, unsp ",5
O4193X1,"Disord of amnio fluid and membrns, unsp, third tri, fetus 1 ",5
O4193X2,"Disord of amnio fluid and membrns, unsp, third tri, fetus 2 ",5
O4193X3,"Disord of amnio fluid and membrns, unsp, third tri, fetus 3 ",5
O4193X4,"Disord of amnio fluid and membrns, unsp, third tri, fetus 4 ",5
O4193X5,"Disord of amnio fluid and membrns, unsp, third tri, fetus 5 ",5
O4193X9,"Disorder of amniotic fluid and membrns, unsp, third tri, oth ",5
O4200,"Prem ROM, onset labor w/n 24 hr of rupt, unsp weeks of gest ",5
O42011,"Pretrm prem ROM, onset labor w/n 24 hours of rupt, first tri ",5
O42012,"Pretrm prem ROM, onset labor w/n 24 hours of rupt, 2nd tri ",5
O42013,"Pretrm prem ROM, onset labor w/n 24 hours of rupt, third tri ",5
O42019,"Pretrm prem ROM, onset labor w/n 24 hours of rupt, unsp tri ",5
O4202,"Full-term prem ROM, onset labor within 24 hours of rupture ",5
O4210,"Prem ROM, onset labor > 24 hr fol rupt, unsp weeks of gest ",5
O42111      ,"Pretrm prem ROM, onset labor > 24 hours fol rupt, first tri ",5
O42112     ," Pretrm prem ROM, onset labor > 24 hours fol rupt, second tri ",5
O42113      ,"Pretrm prem ROM, onset labor > 24 hours fol rupt, third tri ",5
O42119     ," Pretrm prem ROM, onset labor > 24 hours fol rupt, unsp tri ",5
O4212      ," Full-term premature ROM, onset labor > 24 hours fol rupture ",5
O4290      ," Prem ROM, 7th0 betw rupt & onst labr, unsp weeks of gest ",5
O42911      ,"Pretrm prem ROM, unsp time betw rupt and onset labr, 1st tri ",5
O42912     ,"Pretrm prem ROM, unsp time betw rupt and onset labr, 2nd tri ",5
O42913    ,"  Pretrm prem ROM, unsp time betw rupt and onst labr, 3rd tri ",5
O42919      ,"Pretrm prem ROM, unsp time betw rupt and onst labr, unsp tri ",5
O4292      ," Full-term prem ROM, unsp time betw rupture and onset labor ",5
O43011    ,"  Fetomaternal placental transfusion syndrome, first trimester ",5
O43012       ,"Fetomaternal placental transfuse syndrome, second trimester",5
O43013      ,"Fetomaternal placental transfusion syndrome, third trimester ",5
O43019     ," Fetomaternal placental transfusion syndrome, unsp trimester ",5
O43021    ,"  Fetus-to-fetus placental transfuse syndrome, first trimester ",5
